Date,Breed,Weight (kg),Zip Code,Anaplasmosis,Lyme,Erlichia,Heartworm
2/16/2018,Boxer,21.95,21048,Negative,Negative,Negative,Negative
2/15/2018,Italian Greyhound,5.6,21122,Negative,Negative,Negative,Negative
2/15/2018,Italian Greyhound,6.14,21122,Negative,Negative,Negative,Negative
2/15/2018,Yorkipoo,2.86,21163,Negative,Negative,Negative,Negative
2/15/2018,Australian Cattle Dog,18.09,21737,Negative,Negative,Negative,Negative
2/15/2018,German Shepherd,45.31,21797,Positive,Positive,Negative,Negative
2/15/2018,Labrador Retriever,30.1,21044,Negative,Negative,Negative,Negative
2/14/2018,Shih Tzu,4.76,21043,Negative,Negative,Negative,Negative
2/14/2018,Terrier Mix,19.14,21738,Negative,Negative,Negative,Negative
2/14/2018,Cavapoo,5.21,21044,Negative,Negative,Negative,Negative
2/14/2018,Chow Mix,32.88,21737,Negative,Negative,Negative,Negative
2/14/2018,Chihuahua Mix,14.65,21036,Negative,Negative,Negative,Negative
2/14/2018,Carin Terrier,9.57,20777,Negative,Negative,Negative,Negative
2/14/2018,Mastiff,52.61,21045,Negative,Negative,Negative,Negative
2/14/2018,Greyhound,28.07,21045,Negative,Negative,Negative,Negative
2/13/2018,Shih Tzu Mix,5.57,21029,Negative,Negative,Negative,Negative
2/13/2018,Shihpoo,5.95,21029,Negative,Negative,Negative,Negative
2/13/2018,Collie Mix,21.13,21036,Negative,Negative,Negative,Negative
2/13/2018,Labrador Retriever Mix,25.81,21738,Negative,Negative,Negative,Negative
2/13/2018,Pitbull Mix,25.04,21026,Negative,Negative,Negative,Negative
2/13/2018,Mini Schnauzer,7.4,21036,Negative,Negative,Negative,Negative
2/13/2018,Mini Doberman Pinscher,10.52,21036,Negative,Negative,Negative,Negative
2/12/2018,Labrador Retriever,33.7,21036,Negative,Negative,Negative,Negative
2/12/2018,Boston Terrier,14.92,21794,Negative,Negative,Negative,Negative
2/12/2018,Golden doodle,21.59,21784,Negative,Negative,Negative,Negative
2/12/2018,Golden doodle,28.07,21784,Negative,Negative,Negative,Negative
2/12/2018,Manchester Terrier,5.13,21144,Negative,Negative,Negative,Negative
2/12/2018,Shepherd Mix,25.1,21042,Negative,Negative,Negative,Negative
2/10/2018,Border Collie,23.18,21042,Negative,Negative,Negative,Negative
2/10/2018,Labrador Retriever Mix,39.7,21042,Negative,Negative,Negative,Negative
2/10/2018,Mixed,21.77,21738,Negative,Negative,Negative,Negative
2/9/2018,Shepherd Mix,34.3,21738,Positive,Negative,Negative,Negative
2/9/2018,German Shepherd,39.05,21029,Negative,Negative,Positive,Negative
2/9/2018,Labrador Retriever Mix,22.8,21738,Negative,Negative,Negative,Negative
2/8/2018,Mixed,29,21046,Negative,Negative,Negative,Negative
2/8/2018,Labrador Retriever,44.9,21723,Negative,Negative,Negative,Negative
2/8/2018,Labrador Retriever,27.39,21784,Negative,Negative,Positive,Negative
2/8/2018,Springer Spaniel,18.37,21738,Positive,Negative,Negative,Negative
2/8/2018,Rhodesian Ridgeback,34.83,20833,Negative,Negative,Negative,Negative
2/8/2018,German Shepherd,49.89,21044,Negative,Negative,Negative,Negative
2/8/2018,Boxer,29.8,21771,Negative,Negative,Negative,Negative
2/8/2018,Rhodesian Ridgeback,45.67,21104,Negative,Negative,Negative,Negative
2/7/2018,Weimaraner,45.49,21737,Negative,Negative,Negative,Negative
2/7/2018,Akita,37.42,21042,Negative,Negative,Negative,Negative
2/7/2018,Shih Tzu,6.8,21046,Negative,Negative,Negative,Negative
2/6/2018,Cockapoo,13.19,21737,Negative,Negative,Negative,Negative
2/6/2018,German Shepherd,31.98,21044,Negative,Negative,Negative,Negative
2/6/2018,Bernese Mountain Dog,41.32,21029,Negative,Negative,Negative,Negative
2/6/2018,Maltese,2.78,21042,Negative,Negative,Negative,Negative
2/6/2018,Maltese,4.06,21042,Negative,Negative,Negative,Negative
2/6/2018,Golden doodle,11.25,21738,Negative,Negative,Negative,Negative
2/5/2018,German Shepherd,35.7,21784,Positive,Negative,Negative,Negative
2/5/2018,Great Dane Mix,42.41,21784,Negative,Negative,Negative,Negative
2/5/2018,Papillion,3.24,21044,Negative,Negative,Negative,Negative
2/5/2018,Golden Retriever,39.23,20723,Negative,Negative,Negative,Negative
2/5/2018,Mini Doberman Pinscher,7.89,21117,Negative,Negative,Negative,Negative
2/5/2018,Shorkie,7.57,21234,Negative,Negative,Negative,Negative
2/5/2018,Mixed,31.8,21044,Negative,Negative,Negative,Negative
2/5/2018,Labrador Retriever,30.61,21737,Negative,Negative,Negative,Negative
2/3/2018,German Shepherd,36.79,21797,Negative,Negative,Negative,Negative
2/3/2018,Bernese Mountain Dog,49.12,21738,Negative,Negative,Negative,Negative
2/2/2018,Rottweiler,49.67,21737,Negative,Negative,Negative,Negative
2/2/2018,Chow Mix,35.15,21046,Negative,Negative,Negative,Negative
2/2/2018,Great Pyrenes Mix,40.37,21737,Negative,Negative,Negative,Negative
2/2/2018,Carin Terrier,9.07,21784,Negative,Negative,Negative,Negative
2/2/2018,Cocker Spaniel,8.35,21046,Negative,Negative,Positive,Negative
2/2/2018,Pomeranian ,2.92,21043,Negative,Negative,Negative,Negative
2/1/2018,Mini Poodle,6.71,21044,Negative,Negative,Negative,Negative
2/1/2018,Husky,27.62,20723,Negative,Negative,Negative,Negative
2/1/2018,Labrador Retriever,33.11,21104,Negative,Negative,Negative,Negative
2/1/2018,Cockapoo,18.5,21075,Negative,Negative,Negative,Negative
2/1/2018,Dachshund,4.31,21797,Negative,Negative,Negative,Negative
2/1/2018,Shih Tzu,5.5,21029,Negative,Negative,Negative,Negative
2/1/2018,Shih Tzu,5.4,21029,Negative,Negative,Negative,Negative
2/1/2018,Golden Retriever,42.23,21794,Negative,Negative,Negative,Negative
2/1/2018,Rottweiler Mix,42.09,21042,Negative,Negative,Negative,Negative
2/1/2018,Terrier Mix,30.61,21794,Negative,Positive,Negative,Negative
2/1/2018,Carin Terrier,1.2,21737,Negative,Negative,Negative,Negative
2/1/2018,Shepherd Mix,22.6,21042,Negative,Negative,Negative,Negative
1/31/2018,Labrador Retriever,30.22,21042,Negative,Negative,Negative,Negative
1/31/2018,Norwich Terrier,6.39,21797,Negative,Negative,Negative,Negative
1/31/2018,Mini Poodle,3.77,20906,Negative,Negative,Negative,Negative
1/30/2018,Boxer Mix,18.1,20777,Negative,Negative,Negative,Negative
1/30/2018,American Eskimo,14.87,21738,Positive,Positive,Negative,Negative
1/30/2018,Havanese,4.14,21044,Negative,Negative,Negative,Negative
1/30/2018,Mini Schnauzer,10.29,21036,Negative,Negative,Negative,Negative
1/30/2018,Golden Retriever,37.24,21784,Negative,Positive,Negative,Negative
1/29/2018,Old English Sheepdog,41.41,21774,Negative,Negative,Negative,Negative
1/29/2018,Old English Sheepdog,28.58,21774,Negative,Negative,Negative,Negative
1/29/2018,Pomeranian ,2.64,20777,Positive,Negative,Negative,Negative
1/29/2018,Labrador Retriever,33,21228,Negative,Negative,Negative,Negative
1/27/2018,Shepherd Mix,23.49,21222,Negative,Negative,Negative,Negative
1/27/2018,Great Dane,56.15,21032,Negative,Negative,Negative,Negative
1/27/2018,Maltese,7.26,21045,Negative,Negative,Negative,Negative
1/27/2018,Labrador Retriever,24.9,21784,Negative,Negative,Negative,Negative
1/27/2018,Doberman,37.19,21784,Negative,Negative,Negative,Negative
1/27/2018,Mixed,19.09,20759,Negative,Negative,Negative,Negative
1/26/2018,Chow Mix,36.01,21737,Negative,Positive,Negative,Negative
1/26/2018,Golden doodle,30.07,21737,Negative,Negative,Negative,Negative
1/26/2018,Golden Retriever,30.75,21044,Negative,Negative,Negative,Negative
1/26/2018,Wheaton Terrier,18.79,21043,Negative,Negative,Negative,Negative
1/26/2018,German Shorthair Pointer,22.32,21036,Negative,Negative,Negative,Negative
1/26/2018,Mini Doberman Pinscher,5.19,21737,Negative,Negative,Negative,Negative
1/25/2018,Sheltie Mix,12.56,21738,Negative,Negative,Negative,Negative
1/25/2018,Sheltie Mix,17.24,21738,Negative,Negative,Negative,Negative
1/25/2018,Cardigan Welsh Corgi,23.81,21738,Negative,Negative,Negative,Negative
1/25/2018,Labradoodle,19.1,21029,Negative,Negative,Negative,Negative
1/25/2018,Labradoodle,16.01,21029,Negative,Negative,Negative,Negative
1/25/2018,Cocker Spaniel,11.34,21045,Negative,Negative,Negative,Negative
1/25/2018,Doberman,32.84,21104,Negative,Negative,Negative,Negative
1/25/2018,Shepherd Mix,23.41,21737,Negative,Negative,Negative,Negative
1/24/2018,Golden doodle,17.74,21044,Negative,Negative,Negative,Negative
1/24/2018,Border Collie Mix,30.2,21042,Negative,Negative,Negative,Negative
1/24/2018,Labrador Retriever,34.97,21042,Negative,Negative,Negative,Negative
1/24/2018,Rottweiler,43.54,20759,Negative,Positive,Negative,Negative
1/24/2018,Plott Hound,42.64,21042,Negative,Negative,Negative,Negative
1/24/2018,Mixed,19.68,21029,Negative,Negative,Positive,Negative
1/24/2018,Mixed,19.68,21029,Negative,Negative,Negative,Negative
1/23/2018,Mixed,13.88,21771,Negative,Negative,Negative,Negative
1/23/2018,Bernese Mountain Dog,42.86,21738,Negative,Negative,Negative,Negative
1/23/2018,Chesapeake Bay Retriever,46.49,21036,Negative,Negative,Negative,Negative
1/22/2018,French Bulldog,10.8,20759,Negative,Negative,Negative,Negative
1/22/2018,Boxer,40.1,21157,Negative,Negative,Negative,Negative
1/22/2018,Shepherd Mix,23.9,20759,Negative,Negative,Negative,Negative
1/22/2018,Golden doodle,39.2,21042,Negative,Negative,Negative,Negative
1/22/2018,Golden doodle,30.44,21042,Positive,Negative,Negative,Negative
1/20/2018,Golden Retriever Mix,36.6,21738,Negative,Negative,Negative,Negative
1/19/2018,Bichon Mix,11.66,21737,Negative,Negative,Negative,Negative
1/19/2018,Shiba Inu,13.97,21042,Negative,Negative,Negative,Negative
1/19/2018,Australian Cattle Dog,12.66,21042,Negative,Negative,Negative,Negative
1/18/2018,Terrier Mix,11.66,21029,Negative,Negative,Negative,Negative
1/18/2018,West Highland Terrier,8.75,21029,Negative,Negative,Negative,Negative
1/18/2018,Chesapeake Bay Retriever,52,21029,Negative,Negative,Negative,Negative
1/18/2018,Mini Schnauzer,7.98,21043,Negative,Negative,Negative,Negative
1/17/2018,Terrier Mix,11.06,21794,Negative,Negative,Negative,Negative
1/17/2018,Border Collie Mix,10.47,21044,Negative,Negative,Negative,Negative
1/17/2018,Jack Russel Terrier,9.11,21797,Negative,Negative,Negative,Negative
1/16/2018,Cockapoo,8.6,21738,Negative,Negative,Negative,Negative
1/15/2018,Labradoodle,39.55,21737,Negative,Negative,Negative,Negative
1/15/2018,Boxer Mix,32.8,21738,Positive,Negative,Negative,Negative
1/15/2018,Pitbull,21.32,21042,Negative,Positive,Negative,Negative
1/15/2018,Golden doodle,24.9,21029,Negative,Negative,Negative,Negative
1/15/2018,German Shorthair Pointer,37.6,21046,Negative,Negative,Negative,Negative
1/15/2018,Terrier Mix,18.59,21737,Negative,Negative,Negative,Negative
1/15/2018,Labrador Retriever Mix,34.61,21042,Negative,Negative,Negative,Negative
1/13/2018,Husky,26.49,210797,Negative,Negative,Negative,Negative
1/12/2018,Golden doodle,15.51,21036,Negative,Negative,Negative,Negative
1/12/2018,Labradoodle,37.42,21770,Negative,Negative,Negative,Negative
1/12/2018,Golden doodle,10.61,21723,Negative,Negative,Negative,Negative
1/12/2018,Mixed,25.31,21042,Negative,Negative,Negative,Negative
1/11/2018,Mixed,24.04,21737,Negative,Negative,Negative,Negative
1/11/2018,Labrador Retriever Mix,40.6,21738,Negative,Negative,Negative,Negative
10/9/2018,Golden Retriever Mix,28.62,21042,Negative,Negative,Negative,Negative
1/8/2018,Chesapeake Bay Retriever,41.55,21738,Negative,Negative,Negative,Negative
1/8/2018,Havanese,6.67,21738,Negative,Negative,Negative,Negative
1/8/2018,Jack Russel Terrier,9,20723,Negative,Negative,Negative,Negative
1/6/2018,German Shepherd,31.75,21104,Negative,Negative,Negative,Negative
1/6/2018,Mini Poodle,4.62,21042,Negative,Negative,Negative,Negative
1/6/2018,Catahoula Leopard Dog,19.19,21043,Negative,Negative,Negative,Negative
1/5/2018,Labrador Retriever,45.86,21042,Negative,Negative,Negative,Negative
1/5/2018,Great Dane,54.07,21157,Negative,Positive,Negative,Negative
1/4/2018,Labrador Retriever Mix,37.29,21042,Negative,Negative,Negative,Negative
1/4/2018,Cockapoo,10.21,21036,Negative,Negative,Negative,Negative
1/4/2018,Vizsla,29.3,21029,Negative,Negative,Negative,Negative
1/4/2018,Manchester Terrier,6.12,21144,Negative,Negative,Negative,Negative
1/4/2018,Labrador Retriever Mix,17.87,21794,Negative,Negative,Negative,Negative
1/4/2018,Beagle Mix,17.28,21036,Negative,Negative,Negative,Negative
1/4/2018,German Shepherd,47.4,21794,Negative,Negative,Negative,Negative
1/3/2018,Labradoodle,11.9,21042,Negative,Negative,Negative,Negative
1/3/2018,Flat Coated Retriever,24.31,21042,Negative,Negative,Negative,Negative
1/3/2018,Pomeranian Mix,5.49,21042,Negative,Negative,Negative,Negative
1/2/2018,Labrador Retriever,33.11,21737,Positive,Positive,Negative,Negative
12/30/2017,Mini Golden doodle,8.16,21036,Negative,Negative,Negative,Negative
12/30/2017,Golden doodle,29.89,21044,Negative,Negative,Negative,Negative
12/30/2017,Labradoodle,26.76,21042,Negative,Negative,Negative,Negative
12/30/2017,Hound Mix,27.85,21036,Negative,Negative,Negative,Negative
12/30/2017,Mixed,22.77,21737,Negative,Negative,Negative,Negative
12/29/2017,Labrador Retriever Mix,34.2,21043,Negative,Negative,Negative,Negative
12/29/2017,Bull Terrier Mix,20.59,21738,Negative,Negative,Negative,Negative
12/29/2017,Golden Retriever,36.06,21797,Negative,Negative,Negative,Negative
12/29/2017,Cavalier King Charles Spaniel,12.56,21797,Negative,Negative,Negative,Negative
12/29/2017,Collie Mix,17.92,21794,Negative,Negative,Negative,Negative
12/29/2017,Cockapoo,8.12,21042,Negative,Negative,Negative,Negative
12/28/2017,Husky,23.9,20763,Negative,Negative,Negative,Negative
12/28/2017,Mastiff Mix,40.73,21042,Negative,Negative,Negative,Negative
12/28/2017,Cocker Spaniel,17.69,21029,Negative,Negative,Negative,Negative
12/28/2017,German Shepherd,35.88,21771,Negative,Negative,Negative,Negative
12/28/2017,Labrador Retriever,44.54,21738,Negative,Negative,Negative,Negative
12/28/2017,Dachshund Mix,14.83,21036,Negative,Negative,Negative,Negative
12/28/2017,Golden Retriever,31.84,20777,Negative,Negative,Negative,Negative
12/28/2017,Golden Retriever,27.8,20777,Negative,Negative,Negative,Negative
12/28/2017,Akita,38.1,21737,Positive,Negative,Negative,Negative
12/28/2017,Schnauzer,7.3,21157,Negative,Negative,Negative,Negative
12/28/2017,Rough Coated Collie,29.03,21029,Negative,Negative,Negative,Negative
12/27/2017,Chihuahua Mix,17.55,21737,Negative,Negative,Negative,Negative
12/27/2017,Shiba Inu,14.06,21029,Negative,Positive,Negative,Negative
12/27/2017,Australian Labradoodle,14.88,21784,Negative,Negative,Negative,Negative
12/27/2017,Rat Terrier,5.76,21043,Negative,Negative,Negative,Negative
12/27/2017,Rat Terrier,8.44,21043,Negative,Negative,Negative,Negative
12/27/2017,Redbone Coonhound,24.27,21738,Negative,Negative,Negative,Negative
12/26/2017,Labradoodle,22.8,21794,Negative,Negative,Negative,Negative
12/26/2017,Golden doodle,33.6,21042,Negative,Negative,Negative,Negative
12/23/2017,Labradoodle,23.68,21771,Negative,Negative,Negative,Negative
12/23/2017,Mini Labradoodle,12.25,21771,Negative,Negative,Negative,Negative
12/22/2017,Boxer,23.13,21042,Negative,Negative,Negative,Negative
12/22/2017,Labrador Retriever,22.99,21029,Negative,Negative,Negative,Negative
12/22/2017,Mixed,33.47,21104,Negative,Negative,Negative,Negative
12/22/2017,Labradoodle,13.43,21738,Negative,Negative,Negative,Negative
12/22/2017,Doberman,31.03,21738,Negative,Negative,Negative,Negative
12/22/2017,Labradoodle,29.76,21723,Negative,Negative,Negative,Negative
12/22/2017,Great Dane,48.67,21794,Negative,Negative,Negative,Negative
12/22/2017,Labrador Retriever,30.71,21036,Negative,Negative,Negative,Negative
12/22/2017,Maltese,5.3,21737,Negative,Negative,Negative,Negative
12/21/2017,Wheaton Terrier,22.72,20777,Negative,Negative,Negative,Negative
12/20/2017,Chesapeake Bay Retriever,27.71,21036,Negative,Negative,Negative,Negative
12/20/2017,Maltese Mix,3.51,21029,Negative,Negative,Negative,Negative
12/20/2017,Labrador Retriever,37.37,21036,Negative,Negative,Negative,Negative
12/20/2017,Chow Mix,22.13,21042,Negative,Positive,Negative,Negative
12/20/2017,Cavachon,9.39,21029,Negative,Negative,Negative,Negative
12/20/2017,Labrador Retriever Mix,32.89,21044,Negative,Negative,Negative,Negative
12/20/2017,Cocker Spaniel,11.88,20777,Negative,Negative,Negative,Negative
12/20/2017,Cavachon,5.62,21048,Negative,Negative,Negative,Negative
12/20/2017,Havanese,3.9,21044,Negative,Negative,Negative,Negative
12/19/2017,Bassett Hound Mix,25.76,21036,Negative,Negative,Negative,Negative
12/19/2017,Airedale Terrier,35.92,21029,Negative,Negative,Negative,Negative
12/19/2017,Airedale Terrier,28.4,21029,Negative,Negative,Negative,Negative
12/18/2017,Boxer Mix,31.2,21797,Negative,Negative,Negative,Negative
12/18/2017,Bernese Mountain Dog,43.14,21228,Negative,Positive,Negative,Negative
12/18/2017,Golden doodle,16.33,21044,Negative,Negative,Negative,Negative
12/18/2017,Australian Shepherd,29.26,21042,Negative,Negative,Negative,Negative
12/18/2017,Saint Bernard,69.72,21797,Negative,Negative,Negative,Negative
12/16/2017,Pomeranian,4.86,21702,Negative,Negative,Negative,Negative
12/16/2017,Brittany Spaniel,17.01,21122,Negative,Negative,Negative,Negative
12/16/2017,Basenji,8.85,21029,Negative,Negative,Negative,Negative
12/16/2017,Chihuahua,5.49,21044,Negative,Negative,Negative,Negative
12/15/2017,Labradoodle,27.1,21029,Negative,Negative,Negative,Negative
12/15/2017,German Shepherd,29.98,21042,Negative,Negative,Negative,Negative
12/15/2017,Golden doodle,19.32,21046,Negative,Negative,Negative,Negative
12/15/2017,Golden Retriever,26.5,20794,Negative,Negative,Negative,Negative
12/15/2017,Havanese,8.3,21042,Negative,Negative,Negative,Negative
12/14/2017,German Shepherd,40,21036,Negative,Positive,Negative,Negative
12/14/2017,Rottweiler Mix,33.93,21797,Negative,Negative,Negative,Negative
12/14/2017,Yorkshire Terrier,2.74,21737,Negative,Negative,Negative,Negative
12/14/2017,Labrador Retriever Mix,20.23,21076,Negative,Negative,Negative,Negative
12/14/2017,Mixed,8.3,21036,Negative,Negative,Negative,Negative
12/14/2017,Maltese,8.57,21036,Negative,Negative,Negative,Negative
12/14/2017,Mini Poodle,4.9,21029,Negative,Negative,Negative,Negative
12/14/2017,Labrador Retriever,27.31,21797,Negative,Negative,Negative,Negative
12/13/2017,Labrador Retriever Mix,24.45,21042,Positive,Negative,Negative,Negative
12/13/2017,German Shepherd,37.56,21042,Negative,Negative,Negative,Negative
12/13/2017,Chihuahua,4.26,21797,Negative,Negative,Negative,Negative
12/13/2017,Border Collie Mix,23.99,21797,Negative,Positive,Negative,Negative
12/13/2017,Boxer Mix,27.7,21784,Negative,Negative,Negative,Negative
12/12/2017,Beagle,10.66,21042,Negative,Negative,Negative,Negative
12/12/2017,Labrador Retriever Mix,28.2,21036,Negative,Negative,Negative,Negative
12/12/2017,Husky,24.63,21045,Negative,Negative,Negative,Negative
12/12/2017,Coton de Tulear,4.5,21738,Negative,Negative,Negative,Negative
12/11/2017,Terrier Mix,15.88,21042,Negative,Negative,Negative,Negative
12/11/2017,Labrador Retriever Mix,23.99,21114,Negative,Negative,Negative,Negative
12/11/2017,Mixed,22.68,21046,Negative,Negative,Negative,Negative
12/11/2017,Mixed,12.66,21042,Negative,Negative,Negative,Negative
12/9/2017,Shar Pei,18.3,21738,Negative,Negative,Negative,Negative
12/9/2017,Spanish Water Dog,17.55,21104,Negative,Negative,Negative,Negative
12/8/2017,Shar Pei,17.69,21036,Positive,Negative,Negative,Negative
12/8/2017,Mixed,13.38,21784,Positive,Negative,Negative,Negative
12/8/2017,Chihuahua Mix,5.8,21029,Negative,Negative,Negative,Negative
12/8/2017,Sheltie,21.54,21737,Negative,Negative,Negative,Negative
12/8/2017,Newfoundland,63.09,21797,Negative,Negative,Negative,Negative
12/8/2017,Saint Bernard,59.87,21797,Negative,Negative,Negative,Negative
12/8/2017,German Shepherd,41.91,21797,Positive,Positive,Negative,Negative
12/8/2017,Bichon,4.99,21044,Negative,Negative,Negative,Negative
12/7/2017,Bichon Mix,4.74,21737,Negative,Negative,Negative,Negative
12/7/2017,Bichon Mix,4.9,21737,Positive,Negative,Negative,Negative
12/7/2017,Rhodesian Ridgeback,45.81,21738,Positive,Negative,Negative,Negative
12/7/2017,Shepherd Mix,26.44,19938,Negative,Negative,Positive,Negative
12/7/2017,West Highland Terrier,8.21,21738,Negative,Negative,Negative,Negative
12/7/2017,Chihuahua,4.5,21797,Negative,Negative,Negative,Negative
12/6/2017,Labradoodle,12.97,21737,Negative,Negative,Negative,Negative
12/6/2017,Labrador Retriever Mix,25.76,21737,Negative,Negative,Negative,Negative
12/6/2017,Rottweiler,45.18,20777,Negative,Negative,Negative,Negative
12/6/2017,Boxer Mix,35.43,21036,Negative,Negative,Negative,Negative
12/6/2017,Hound Mix,18.14,21045,Negative,Negative,Positive,Negative
12/6/2017,Jack Russel Terrier,6.39,21042,Negative,Negative,Negative,Negative
12/6/2017,Boxer Mix,27.81,21737,Negative,Negative,Negative,Negative
12/6/2017,Dachshund,7.26,21036,Negative,Negative,Negative,Negative
12/5/2017,Labradoodle,21.36,21042,Negative,Negative,Negative,Negative
12/5/2017,Boxer Mix,22.77,21784,Negative,Negative,Negative,Negative
12/4/2017,Chihuahua,4.94,21737,Negative,Negative,Negative,Negative
12/4/2017,Golden Retriever,34.61,21042,Negative,Negative,Negative,Negative
12/4/2017,Wheaton Terrier,11.07,21046,Negative,Negative,Negative,Negative
12/4/2017,Puggle,12.66,21032,Negative,Negative,Negative,Negative
12/4/2017,Border Collie,33.93,21036,Negative,Negative,Negative,Negative
12/4/2017,Cavalier King Charles Spaniel,13.34,21029,Negative,Negative,Negative,Negative
12/4/2017,Labrador Retriever Mix,24.95,21738,Negative,Negative,Negative,Negative
12/2/2017,Labrador Retriever,34.93,21784,Negative,Negative,Negative,Negative
12/2/2017,Boxer Mix,13.74,21043,Negative,Negative,Negative,Negative
12/2/2017,Maltese Mix,9.02,21042,Negative,Negative,Negative,Negative
11/30/2017,Mini Schnauzer,5.09,20145,Negative,Negative,Negative,Negative
11/30/2017,Labrador Retriever,23.72,21045,Negative,Negative,Negative,Negative
11/30/2017,West Highland Terrier,7.89,20777,Negative,Negative,Negative,Negative
11/30/2017,Yorkipoo,7.31,21104,Negative,Negative,Negative,Negative
11/30/2017,Yorkipoo,8.1,21104,Negative,Negative,Negative,Negative
11/30/2017,Husky,24.2,20832,Negative,Negative,Negative,Negative
11/30/2017,Golden Retriever,27.26,21737,Negative,Negative,Negative,Negative
11/29/2017,Bulldog,24.49,21784,Negative,Negative,Negative,Negative
11/29/2017,Pitbull,20.86,21046,Negative,Positive,Negative,Negative
11/28/2017,Bernese Mountain Dog,39.41,21228,Negative,Positive,Negative,Negative
11/28/2017,Norwich Terrier,6.98,21794,Negative,Positive,Negative,Negative
11/28/2017,Norwich Terrier,8.12,21794,Negative,Positive,Negative,Negative
11/28/2017,Maltese,2.9,21737,Negative,Negative,Negative,Negative
11/28/2017,Irish Wolfhound,67,21737,Negative,Negative,Negative,Negative
11/28/2017,Golden Retriever,37.28,21737,Negative,Positive,Negative,Negative
11/27/2017,Labrador Retriever Mix,30.79,21042,Negative,Negative,Negative,Negative
11/27/2017,Boxer Mix,32.57,19901,Negative,Negative,Negative,Negative
11/27/2017,West Highland Terrier,7.98,21104,Negative,Positive,Negative,Negative
11/27/2017,Australian Shepherd,23.5,21037,Negative,Negative,Negative,Negative
11/27/2017,Border Collie,23.81,21036,Positive,Negative,Negative,Negative
11/27/2017,Golden Retriever,43.73,21738,Negative,Negative,Negative,Negative
11/27/2017,Greyhound,31.29,21771,Negative,Negative,Negative,Negative
11/25/2017,West Highland Terrier,8,21042,Negative,Negative,Negative,Negative
11/25/2017,Cardigan Welsh Corgi,9.29,20794,Negative,Negative,Negative,Negative
11/25/2017,Golden doodle,26.71,20759,Negative,Negative,Negative,Negative
11/24/2017,Mini Golden doodle,7.44,21042,Negative,Negative,Negative,Negative
11/24/2017,Border Collie,14.97,21042,Negative,Negative,Negative,Negative
11/24/2017,German Shorthair Pointer,24.63,21045,Negative,Negative,Negative,Negative
11/24/2017,Labrador Retriever Mix,22.86,21045,Negative,Negative,Negative,Negative
11/24/2017,Wheaton Terrier,18.14,21737,Negative,Negative,Negative,Negative
11/24/2017,Labrador Retriever Mix,40.14,21738,Negative,Negative,Negative,Negative
11/24/2017,Beagle Mix,14.88,21036,Negative,Negative,Negative,Negative
11/24/2017,Labrador Retriever Mix,27.81,21036,Negative,Negative,Negative,Negative
11/22/2017,Shih Tzu,6.93,21029,Negative,Negative,Negative,Negative
11/22/2017,Norwich Terrier,7.44,21794,Negative,Negative,Negative,Negative
11/22/2017,Cockapoo,11.25,21797,Negative,Negative,Negative,Negative
11/20/2017,Mixed,9.89,21044,Negative,Negative,Negative,Negative
11/20/2017,Beagle,15.97,21794,Negative,Negative,Negative,Negative
11/20/2017,Shih Tzu Mix,4.6,21042,Negative,Negative,Negative,Negative
11/20/2017,Border Collie Mix,14.83,21043,Negative,Negative,Negative,Negative
11/20/2017,Yorkshire Terrier,4.3,21797,Negative,Negative,Negative,Negative
11/20/2017,Australian Shepherd,33.2,21794,Negative,Negative,Negative,Negative
11/20/2017,Labradoodle,21.36,21029,Negative,Negative,Negative,Negative
11/20/2017,Golden Retriever,28.17,21797,Negative,Negative,Negative,Negative
11/18/2017,Labrador Retriever,27.49,21738,Negative,Negative,Negative,Negative
11/18/2017,Labrador Retriever,17.24,21784,Negative,Negative,Negative,Negative
11/17/2017,Labrador Retriever,40.9,21738,Positive,Positive,Negative,Negative
11/17/2017,Labrador Retriever,23.13,21044,Negative,Negative,Negative,Negative
11/17/2017,Boxer Mix,24.13,21737,Negative,Negative,Negative,Negative
11/17/2017,Labradoodle,15.51,21042,Negative,Negative,Negative,Negative
11/16/2017,German Shepherd,38.51,21029,Negative,Negative,Negative,Negative
11/16/2017,Labradoodle,20.87,21797,Negative,Negative,Negative,Negative
11/16/2017,Labradoodle,12.79,21029,Negative,Negative,Negative,Negative
11/16/2017,Labradoodle,17.01,21738,Negative,Negative,Negative,Negative
11/16/2017,Dachshund,8.44,21797,Negative,Negative,Negative,Negative
11/16/2017,Husky Mix,43.09,21042,Positive,Negative,Negative,Negative
11/15/2017,Boxer,33.2,21029,Negative,Negative,Negative,Negative
11/15/2017,Labrador Retriever Mix,18.87,21738,Negative,Negative,Negative,Negative
11/15/2017,Labrador Retriever,31.57,21797,Negative,Negative,Negative,Negative
11/15/2017,Australian Shepherd,20.05,21737,Negative,Negative,Negative,Negative
11/15/2017,West Highland Terrier,12.75,21042,Negative,Negative,Negative,Negative
11/15/2017,Golden doodle,28.53,21797,Negative,Negative,Negative,Negative
11/15/2017,Dachshund,7.6,21794,Negative,Negative,Negative,Negative
11/15/2017,Beagle Mix,18.37,21737,Negative,Negative,Negative,Negative
11/14/2017,Golden doodle,15.3,21044,Negative,Negative,Negative,Negative
11/14/2017,Labrador Retriever Mix,23.99,21045,Negative,Negative,Negative,Negative
11/14/2017,Rottweiler,38.83,21163,Negative,Negative,Negative,Negative
11/13/2017,Beagle,12.61,21046,Negative,Negative,Positive,Negative
